Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,has_cabin,family_size,is_alone,fare_per_person,title,age_group,fare_bin,sex_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mrs,title_Rare,age_group_encoded,fare_bin_encoded
1,1,female,2.172495405612386,0,0,-0.10999386513144661,S,1,-0.5609748304808925,1,0.26044089100184115,Miss,Adult,High,1,False,False,True,False,True,False,False,2,
0,3,male,-0.685301527784515,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,0.7435969389139355,1,5,0.0011819383758412065,S,0,3.1598334123861687,0,-0.5178973243112858,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,female,-1.136532622531394,0,0,-0.5498924021074366,S,0,-0.5609748304808925,1,-0.39853752880057264,Miss,Teen,Low,1,False,False,True,False,True,False,False,1,
1,2,female,1.9468798582389464,0,0,-0.35822766978793064,S,0,-0.5609748304808925,1,-0.11141922351133643,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,3,male,-2.038994812025152,4,1,-0.04940599337879768,Q,0,2.5396987052416584,0,-0.5042809163718222,Master,Child,High,0,False,True,False,True,False,False,False,0,
1,2,male,0.06675029679361683,0,0,-0.4288154815385896,S,0,-0.5609748304808925,1,-0.21716143616911202,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,female,0.14195547925143,1,0,-0.3111691286208247,S,0,0.059159876663617626,0,-0.35815105304614614,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
1,3,female,-0.5724937540977952,0,0,-0.5646970191586081,C,0,-0.5609748304808925,1,-0.42071519553533004,Mrs,Adult,Low,1,True,False,False,False,False,True,False,2,
0,2,male,0.4427762090826827,0,0,-0.12293496395240078,S,0,-0.5609748304808925,1,0.24105481868124892,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
1,2,male,0.36757102662486957,0,0,-0.4288154815385896,S,1,-0.5609748304808925,1,-0.21716143616911202,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,3,female,-1.061327440073581,0,0,-0.5457747797553149,Q,0,-0.5609748304808925,1,-0.39236923306220234,Miss,Teen,Medium,1,False,True,False,False,True,False,False,1,
1,1,male,-0.08366006812200955,0,0,0.10059310659135261,S,1,-0.5609748304808925,1,0.575905158764205,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,female,-1.5877637172782733,3,1,-0.23881662157639924,S,0,1.9195639980971482,0,-0.5268098822352982,Miss,Child,High,1,False,False,True,False,True,False,False,0,
1,3,female,0.6683917564561223,1,5,0.003828981316490934,S,0,3.1598334123861687,0,-0.5173308481720477,Mrs,Adult,VHigh,1,False,False,True,False,False,True,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5646970191586081,C,0,-0.5609748304808925,1,-0.42071519553533004,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
0,1,male,-0.7605067102423282,3,2,5.124238728242953,S,1,2.5396987052416584,0,0.787426123888799,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,3,female,-0.5724937540977952,0,0,-0.5493041703428477,Q,0,-0.5609748304808925,1,-0.3976563436950911,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,1,male,0.8188021213717487,0,0,-0.08244579513222278,C,0,-0.5609748304808925,1,0.301708551861749,Rare,Adult,High,0,True,False,False,False,False,False,True,2,
1,1,female,0.4427762090826827,1,0,2.7128315501938722,C,1,0.059159876663617626,0,1.9068612410450951,Mrs,Adult,VHigh,1,True,False,False,False,False,True,False,2,
1,3,female,-0.5724937540977952,0,0,-0.5523441521022427,Q,0,-0.5609748304808925,1,-0.4022103083202193,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,
0,2,male,2.7741368652748912,0,0,-0.4876386579974721,S,0,-0.5609748304808925,1,-0.30527994671725833,Mr,Senior,Medium,0,False,False,True,False,False,False,False,3,
0,1,male,-0.08366006812200955,1,0,1.1987229881422372,C,0,0.059159876663617626,0,0.7727760102904516,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,
0,1,male,0.969212486287375,1,0,0.4888260712199769,S,0,0.059159876663617626,0,0.24105481868124892,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,3,male,-0.3092756154954491,0,0,-0.5645981962221572,C,0,-0.5609748304808925,1,-0.4205671564376092,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
0,3,male,-0.6100963453267019,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,female,-0.8357118927001413,2,0,-0.3111691286208247,S,0,0.6792945838081278,0,-0.46389326570392175,Miss,Teen,High,1,False,False,True,False,True,False,False,1,
1,3,female,-1.136532622531394,1,0,-0.4701869980056509,C,0,0.059159876663617626,0,-0.4772573190136536,Miss,Teen,Medium,1,True,False,False,False,True,False,False,1,
0,3,female,0.8188021213717487,1,0,-0.511756160345614,S,0,0.059159876663617626,0,-0.5083931135307357,Mrs,Adult,Medium,1,False,False,True,False,False,True,False,2,
0,2,female,-0.15886525057982273,1,0,-0.2405813168701657,S,0,0.059159876663617626,0,-0.30527994671725833,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,C,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
1,2,female,-1.9637896295673392,1,2,0.24363224832288793,C,0,1.299429290952638,0,-0.30898797364112435,Miss,Child,VHigh,1,True,False,False,False,True,False,False,0,
1,3,female,-0.7605067102423282,0,0,-0.5493041703428477,Q,0,-0.5609748304808925,1,-0.3976563436950911,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,1,0,-0.36999230507970715,Q,0,0.059159876663617626,0,-0.4022103083202193,Mr,Adult,High,0,False,True,False,False,False,False,False,2,
1,3,female,-0.5724937540977952,0,0,-0.5523441521022427,Q,0,-0.5609748304808925,1,-0.4022103083202193,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,
0,3,male,-0.3092756154954491,2,0,-0.22460023628981649,C,0,0.6792945838081278,0,-0.420665849169423,Mr,Adult,High,0,True,False,False,False,False,False,False,2,
0,3,female,-0.8357118927001413,1,0,-0.3158749827375353,S,0,0.059159876663617626,0,-0.361675793468072,Mrs,Teen,High,1,False,False,True,False,False,True,False,1,
0,3,male,-1.6629688997360863,4,1,0.19912192715998075,S,0,2.5396987052416584,0,-0.4422307985275025,Master,Child,VHigh,0,False,False,True,True,False,False,False,0,
0,3,male,-0.6100963453267019,0,0,-0.5511676885730651,S,0,-0.5609748304808925,1,-0.4004479381092564,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
1,1,female,1.4956487634920672,1,0,1.0706861093347755,C,1,0.059159876663617626,0,0.676874872890693,Mrs,Adult,VHigh,1,True,False,False,False,False,True,False,2,
1,2,female,-0.008454885664196365,1,0,-0.12293496395240078,S,0,0.059159876663617626,0,-0.21716143616911202,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,1,male,2.6989316828170784,0,1,0.7236293682273689,C,1,0.059159876663617626,0,0.41692526677366126,Mr,Senior,VHigh,0,True,False,False,False,False,False,False,3,
1,1,male,0.8188021213717487,0,0,0.10059310659135261,S,1,-0.5609748304808925,1,0.575905158764205,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,2,female,-0.6100963453267019,0,0,-0.4876386579974721,S,0,-0.5609748304808925,1,-0.30527994671725833,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,
0,3,male,-0.04605747689310296,0,0,-0.5645981962221572,C,0,-0.5609748304808925,1,-0.4205671564376092,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
1,2,female,-1.8133792646517128,1,2,-0.08175874043118304,S,0,1.299429290952638,0,-0.4308488242483669,Miss,Child,High,1,False,False,True,False,True,False,False,0,
0,3,male,-1.3621481699048337,5,2,0.36882679124385664,S,0,3.779968119530679,0,-0.4687397837840698,Master,Child,VHigh,0,False,False,True,True,False,False,False,0,
0,3,male,-0.5348911628688886,0,0,-0.5645981962221572,C,0,-0.5609748304808925,1,-0.4205671564376092,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
1,1,female,0.6683917564561223,0,0,1.1476456475594605,S,1,-0.5609748304808925,1,2.1444146465212097,Miss,Adult,VHigh,1,False,False,True,False,True,False,False,2,
0,1,male,1.1948280336608146,1,0,1.229409862837307,S,1,0.059159876663617626,0,0.79576084258183,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-1.8885844471095259,3,2,-0.07822934984365013,S,0,2.5396987052416584,0,-0.5114772613999208,Master,Child,High,0,False,False,True,True,False,False,False,0,
0,1,male,0.8188021213717487,0,0,-0.08244579513222278,C,0,-0.5609748304808925,1,0.301708551861749,Mr,Adult,High,0,True,False,False,False,False,False,False,2,
1,3,male,-0.3092756154954491,1,1,-0.3759734456620463,C,0,0.6792945838081278,0,-0.4962527326041491,Master,Adult,High,0,True,False,False,True,False,False,False,2,
1,2,female,-0.008454885664196365,0,0,-0.4876386579974721,S,1,-0.5609748304808925,1,-0.30527994671725833,Mrs,Adult,Medium,1,False,False,True,False,False,True,False,2,
0,3,male,-0.7605067102423282,0,0,-0.5427371509229781,S,0,-0.5609748304808925,1,-0.38781879317749607,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,3,female,-0.9109170751579546,4,2,-0.548226529750121,S,0,3.1598334123861687,0,-0.6354725940998125,Miss,Teen,Medium,1,False,False,True,False,True,False,False,1,
0,3,male,-0.23407043303763592,2,0,-0.5308736926947507,S,0,0.6792945838081278,0,-0.573600811336364,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,2,male,0.2171606617092432,0,0,-0.4876386579974721,S,0,-0.5609748304808925,1,-0.30527994671725833,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,female,-0.9861222576157678,5,2,0.36882679124385664,S,0,3.779968119530679,0,-0.4687397837840698,Miss,Teen,VHigh,1,False,False,True,False,True,False,False,1,
0,2,male,-0.6100963453267019,0,0,0.994705388766366,S,0,-0.5609748304808925,1,1.9153065190960292,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-0.23407043303763592,1,0,-0.3945992162559869,C,0,0.059159876663617626,0,-0.4206411759864696,Mr,Adult,Medium,0,True,False,False,False,False,False,False,2,
1,3,male,0.2171606617092432,0,0,0.5946089659095145,S,0,-0.5609748304808925,1,1.3159526082709134,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5546970791605981,S,1,-0.5609748304808925,1,-0.40573504874214517,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,2,male,-2.126984875500794,0,2,-0.052347152201741805,S,0,0.6792945838081278,0,-0.33465278356664047,Master,Child,High,0,False,False,True,True,False,False,False,0,
1,3,female,0.06675029679361683,0,0,-0.44116834859495496,S,0,-0.5609748304808925,1,-0.23566632338422278,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,
0,3,male,-0.5348911628688886,0,0,-0.5229325638728015,S,0,-0.5609748304808925,1,-0.35815105304614614,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,3,male,-0.008454885664196365,0,0,-0.5111679285810251,S,0,-0.5609748304808925,1,-0.34052735093651687,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,3,female,-0.5724937540977952,0,0,-0.5514618044553596,Q,0,-0.5609748304808925,1,-0.40088853066199714,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,
0,1,male,-0.08366006812200955,0,0,0.3735326453605673,S,0,-0.5609748304808925,1,0.984775047707604,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,2,female,-0.9109170751579546,0,0,-0.4876386579974721,S,0,-0.5609748304808925,1,-0.30527994671725833,Miss,Teen,Medium,1,False,False,True,False,True,False,False,1,
1,3,female,0.29236584416705635,3,0,-0.3617570603754636,S,0,1.299429290952638,0,-0.535709851800661,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,3,male,-0.9861222576157678,1,3,0.0741226771848555,S,0,1.9195639980971482,0,-0.43305178701207053,Mr,Teen,VHigh,0,False,False,True,False,False,False,False,1,
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
1,1,female,-0.45968598041107545,3,2,5.124238728242953,S,1,2.5396987052416584,0,0.787426123888799,Miss,Adult,VHigh,1,False,False,True,False,True,False,False,2,
0,3,male,-0.3844807979532623,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.008454885664196365,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.685301527784515,0,0,-0.5498924021074366,S,0,-0.5609748304808925,1,-0.39853752880057264,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,1,male,1.2700332161186279,1,0,0.7047071288240755,S,1,0.059159876663617626,0,0.4027522855370974,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-0.23407043303763592,1,2,-0.25058125686817573,S,0,1.299429290952638,0,-0.49407385556666183,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
0,3,male,2.2477005880701992,0,0,-0.5641087873940193,S,0,-0.5609748304808925,1,-0.4198340104298486,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,1,male,3.1501627775639576,0,0,0.08069204953178356,C,1,-0.5609748304808925,1,0.5460929042755562,Mr,Senior,VHigh,0,True,False,False,False,False,False,False,3,
1,1,male,-0.45968598041107545,0,1,0.7560785852891467,C,1,0.059159876663617626,0,0.441230114353051,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,
1,2,female,0.36757102662486957,0,1,-0.19352277570305973,S,0,0.059159876663617626,0,-0.27003254249799985,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,2,male,0.36757102662486957,1,0,-0.12293496395240078,S,0,0.059159876663617626,0,-0.21716143616911202,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
0,3,female,-0.08366006812200955,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,1,male,-0.6100963453267019,0,1,1.083822501101573,S,1,0.059159876663617626,0,0.6867141857784989,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,0.29236584416705635,0,0,-0.5310689856405942,S,0,-0.5609748304808925,1,-0.37033960542516575,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,0.5931865739983091,2,0,-0.548226529750121,S,0,0.6792945838081278,0,-0.5822657982069317,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.08366006812200955,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
1,3,female,-0.6100963453267019,0,0,-0.5546970791605981,S,0,-0.5609748304808925,1,-0.40573504874214517,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,
1,3,male,-0.3092756154954491,0,0,-0.551755920337654,S,0,-0.5609748304808925,1,-0.40132912321473785,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,male,0.6683917564561223,0,0,-0.5489135844511608,S,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
1,3,female,-0.5724937540977952,1,0,-0.16646411453197382,Q,0,0.059159876663617626,0,-0.2497652850719262,Miss,Adult,High,1,False,True,False,False,True,False,False,2,
0,1,male,1.345238398576441,0,0,0.4888260712199769,S,1,-0.5609748304808925,1,1.1574873283819709,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,female,-1.0989300313024875,1,0,-0.3945992162559869,C,0,0.059159876663617626,0,-0.4206411759864696,Miss,Teen,Medium,1,True,False,False,False,True,False,False,1,
0,3,male,-0.5348911628688886,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,female,-0.685301527784515,1,0,-0.5035209156413704,S,0,0.059159876663617626,0,-0.5022248177923654,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,
0,3,female,-0.9109170751579546,0,0,-0.39450274624659437,C,0,-0.5609748304808925,1,-0.16576014659616733,Miss,Teen,High,1,True,False,False,False,True,False,False,1,
0,3,male,-0.6100963453267019,0,0,-0.548226529750121,S,0,-0.5609748304808925,1,-0.39604201258184907,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,3.1125601863350507,0,0,-0.5523441521022427,Q,0,-0.5609748304808925,1,-0.4022103083202193,Mr,Senior,Low,0,False,True,False,False,False,False,False,3,
0,2,male,-0.008454885664196365,1,0,-0.2405813168701657,S,0,0.059159876663617626,0,-0.30527994671725833,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
0,1,male,-0.3844807979532623,0,1,5.089287879132724,C,1,0.059159876663617626,0,3.6868551541176506,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,
0,3,female,-2.038994812025152,4,2,0.0011819383758412065,S,0,3.1598334123861687,0,-0.5178973243112858,Miss,Child,VHigh,1,False,False,True,False,True,False,False,0,
0,2,male,-0.6100963453267019,2,0,0.994705388766366,S,0,0.6792945838081278,0,0.18818371235236112,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,2,male,0.2547632529381498,1,0,-0.027152009260873307,C,0,0.059159876663617626,0,-0.14541886962123324,Mr,Adult,High,0,True,False,False,False,False,False,False,2,
1,2,female,0.2547632529381498,0,0,-0.4288154815385896,S,1,-0.5609748304808925,1,-0.21716143616911202,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,
0,1,male,1.8716746757811333,0,1,1.083822501101573,S,1,0.059159876663617626,0,0.6867141857784989,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,3,male,-1.2869429874470204,1,0,-0.4701869980056509,C,0,0.059159876663617626,0,-0.4772573190136536,Master,Child,Medium,0,True,False,False,True,False,False,False,0,
0,3,male,-0.3092756154954491,0,0,-0.5523441521022427,Q,0,-0.5609748304808925,1,-0.4022103083202193,Mr,Adult,Low,0,False,True,False,False,False,False,False,2,
1,3,male,-0.3844807979532623,0,0,-0.5666570073982181,S,0,-0.5609748304808925,1,-0.42365130430679426,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
1,3,female,-0.5724937540977952,1,1,-0.20862150863652568,C,1,0.6792945838081278,0,-0.412687011767657,Miss,Adult,High,1,True,False,False,False,True,False,False,2,
0,3,male,1.1948280336608146,0,0,-0.5705793368044965,S,0,-0.5609748304808925,1,-0.4295270465901447,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,male,0.29236584416705635,0,0,-0.5489135844511608,C,0,-0.5609748304808925,1,-0.3970712367850514,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,
0,3,male,-0.685301527784515,0,0,-0.5688146415107299,S,0,-0.5609748304808925,1,-0.4268834912737003,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,female,1.345238398576441,1,0,-0.3935215756632601,S,0,0.059159876663617626,0,-0.4198340104298486,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
1,2,female,-0.008454885664196365,1,0,-0.12293496395240078,S,0,0.059159876663617626,0,-0.21716143616911202,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,2,male,-0.3092756154954491,0,0,-0.4288154815385896,S,0,-0.5609748304808925,1,-0.21716143616911202,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,2,male,-0.45968598041107545,0,0,-0.3806792997787569,C,0,-0.5609748304808925,1,-0.14505229661735292,Mr,Adult,High,0,True,False,False,False,False,False,False,2,
1,1,female,-0.7605067102423282,0,2,-0.1162691215960802,S,1,0.6792945838081278,0,-0.366571657914127,Miss,Adult,High,1,False,False,True,False,True,False,False,2,
0,1,male,0.5931865739983091,1,0,0.5147082688618853,S,1,0.059159876663617626,0,0.26044089100184115,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
0,3,male,-0.9861222576157678,0,0,-0.5178337709373456,S,0,-0.5609748304808925,1,-0.35051294055183285,Mr,Teen,Medium,0,False,False,True,False,False,False,False,1,
0,1,male,-0.3844807979532623,0,0,1.1288222310926181,C,1,-0.5609748304808925,1,2.116216723145803,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,
0,3,female,-0.5724937540977952,0,2,-0.3759734456620463,C,0,0.6792945838081278,0,-0.4962527326041491,Mrs,Adult,High,1,True,False,False,False,False,True,False,2,
1,3,female,-0.5348911628688886,0,0,-0.5523441521022427,S,0,-0.5609748304808925,1,-0.4022103083202193,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,
1,3,female,-0.3844807979532623,1,0,-0.3617570603754636,S,0,0.059159876663617626,0,-0.39604201258184907,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,
0,3,male,-0.7605067102423282,0,0,-0.5758734226857958,Q,0,-0.5609748304808925,1,-0.43745771253947785,Mr,Adult,Low,0,False,True,False,False,False,False,False,2,
0,2,male,-0.8357118927001413,0,0,-0.4641093874139191,S,0,-0.5609748304808925,1,-0.27003254249799985,Mr,Teen,Medium,0,False,False,True,False,False,False,False,1,
0,2,male,-0.7605067102423282,1,1,0.13000469482079385,S,0,0.6792945838081278,0,-0.24359698933355592,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,
1,3,male,-0.15886525057982273,0,0,-0.5512665115095161,S,0,-0.5609748304808925,1,-0.4005959772069773,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,3,female,-1.51255853482046,2,2,0.0741226771848555,S,0,1.9195639980971482,0,-0.43305178701207053,Miss,Child,VHigh,1,False,False,True,False,True,False,False,0,
0,2,male,0.5555839827694025,0,2,-0.12293496395240078,S,1,0.6792945838081278,0,-0.369900187785899,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
0,2,male,0.969212486287375,0,0,-0.4288154815385896,S,0,-0.5609748304808925,1,-0.21716143616911202,Rare,Adult,Medium,0,False,False,True,False,False,False,True,2,
0,2,male,1.6460591284076938,0,0,-0.43999188506577724,S,0,-0.5609748304808925,1,-0.23390395317325982,Rare,Adult,Medium,0,False,False,True,False,False,False,True,2,
1,1,female,-0.5348911628688886,1,0,0.8323534217398503,S,1,0.059159876663617626,0,0.4983608694818361,Mrs,Adult,VHigh,1,False,False,True,False,False,True,False,2,
0,3,male,1.984482449467853,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,0.8564047126006552,0,2,-0.3935215756632601,S,0,0.6792945838081278,0,-0.5050152372930568,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5626382079825473,S,0,-0.5609748304808925,1,-0.41763104766614495,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,
0,1,male,1.6460591284076938,0,1,0.7095118058772371,C,0,0.059159876663617626,0,0.4063510455078837,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,
1,3,female,-0.9861222576157678,0,0,-0.5527370909209881,Q,0,-0.5609748304808925,1,-0.40279893997068095,Miss,Teen,Low,1,False,True,False,False,True,False,False,1,
0,3,male,0.06675029679361683,0,0,-0.5452853709271769,S,0,-0.5609748304808925,1,-0.39163608705444175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,0,0,-0.5308736926947507,S,0,-0.5609748304808925,1,-0.3700470519701459,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,
0,3,male,-0.3092756154954491,8,2,0.9017647699613317,S,0,5.64037224096421,0,-0.4525179670695247,Master,Adult,VHigh,0,False,False,True,True,False,False,False,2,
0,3,male,1.1196228512030013,0,1,-0.3558747427295753,S,0,0.059159876663617626,0,-0.39163608705444175,Mr,Adult,High,0,False,False,True,False,False,False,False,2,
